age_yrs,Lifestage,Activity_stages,no_days,mean_bpm,se_bpm,Es_perday,Es_perday_sd,Es_perday_quant025,Es_perday_quant975,Es,Es_sd,Es_quant025,Es_quant975
39,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,702.4117332544021,217.21771502375603,341.7146492647756,1118.3143032565167,70241.1733254402,21721.771502375603,34171.464926477565,111831.43032565166
39,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1005.741407482356,352.6811488634892,460.1075756398527,1750.1947120887835,72413.38133872962,25393.042718171226,33127.7454460694,126014.01927039243
40,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,862.9571489717938,326.8736143364466,380.4714625193693,1577.3634758459498,63858.829023912745,24188.64746089705,28154.88822643333,116724.89721260028
40,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1462.0612380560449,447.12224658771834,715.4639473492471,2307.152907414934,173985.28732866934,53207.54734393849,85140.2097345604,274551.1959823772
40,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,702.5675111413639,217.29326369399809,341.7564268954885,1118.6003916389836,70256.7511141364,21729.32636939981,34175.642689548855,111860.03916389837
40,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1005.964122939848,352.79439429523813,460.1636737628746,1750.6382519915408,72429.41685166906,25401.196389257144,33131.78451092698,126045.95414339093
41,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,863.1170912881161,326.9586449251177,380.5098925771799,1577.6989503522211,63870.664755320584,24194.93972445871,28157.732050711318,116749.72232606437
41,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1462.3328964640307,447.2547550112802,715.5357829116912,2307.649017930764,174017.61467921967,53223.315846342346,85148.75816649126,274610.23313376086
41,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,702.6980307272327,217.35712767747606,341.7907308112075,1118.8408762306483,70269.80307272327,21735.712767747606,34179.07308112075,111884.08762306484
41,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1006.150719770163,352.8900015597207,460.20973058710206,1751.0110147477217,72442.85182345174,25408.080112299893,33135.10060227135,126072.79306183595
42,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,863.2514270391137,327.03096634382473,380.54098605200386,1577.982306973394,63880.60560089441,24200.29150944303,28160.03296784828,116770.69071603115
42,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1462.5610876751134,447.367883172409,715.593875358579,2308.0682292498946,174044.7694333385,53236.77809751667,85155.6711676709,274660.1192807375
42,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,702.8076655157678,217.41163885919232,341.8184712522755,1119.0440831277385,70280.76655157677,21741.16388591923,34181.847125227556,111904.40831277387
42,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1006.3074481895603,352.9714195458577,460.2469662050531,1751.3258806980607,72454.13626964834,25413.942207301756,33137.78156676383,126095.46341026037
43,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,863.3648098903868,327.0934371581094,380.5653556584688,1578.2239859130227,63888.995931888625,24204.9143497001,28161.836318726688,116788.57495756369
43,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1462.7537264971097,447.4662677011774,715.6393575551015,2308.426055138764,174067.69345315604,53248.48585644011,85161.08354905708,274702.7005615129
43,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,702.9002178839595,217.45902665977528,341.8401889136841,1119.2175317978329,70290.02178839596,21745.902665977526,34184.0188913684,111921.75317978329
43,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1006.4397397524432,353.0419054276968,460.27610271304036,1751.594456468949,72463.66126217591,25419.01719079417,33139.8793953389,126114.80086576432
44,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,863.4581143361344,327.1431672066258,380.58761327289756,1578.4199058166828,63895.90046087395,24208.59437329031,28163.48338219442,116803.07303043453
44,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1462.9122053861392,447.54382197793655,715.6809587346081,2308.7158115351667,174086.55244095056,53257.71481537445,85166.03408941836,274737.18157268484
44,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,702.976359721483,217.49640323927275,341.86005479554035,1119.3579880867967,70297.6359721483,21749.640323927277,34186.005479554035,111935.79880867967
44,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1006.5485942075481,353.0978348610755,460.3027736442881,1751.8121549284283,72471.49878294347,25423.044109997434,33141.799702388744,126130.47515484683
45,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,863.5386500625784,327.18926596007856,380.6026609776169,1578.5946100626438,63901.8601046308,24212.00568104581,28164.596912343644,116816.00114463564
